cell_Jarsky_cell_4_1[0].soma[0]	3.110418	0.500000	0	
cell_Jarsky_cell_4_1[0].soma[1]	6.967240	0.500000	1	
cell_Jarsky_cell_4_1[0].soma[2]	8.377053	0.500000	2	
cell_Jarsky_cell_4_1[0].soma[3]	7.656334	0.500000	3	
cell_Jarsky_cell_4_1[0].soma[4]	4.977190	0.500000	4	
cell_Jarsky_cell_4_1[0].soma[5]	3.047935	0.500000	5	
cell_Jarsky_cell_4_1[0].basal[0]	2.487341	0.500000	6	
cell_Jarsky_cell_4_1[0].basal[1]	1.660015	0.500000	7	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.016129	8	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.048387	9	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.080645	10	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.112903	11	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.145161	12	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.177419	13	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.209677	14	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.241935	15	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.274194	16	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.306452	17	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.338710	18	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.370968	19	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.403226	20	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.435484	21	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.467742	22	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.500000	23	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.532258	24	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.564516	25	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.596774	26	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.629032	27	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.661290	28	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.693548	29	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.725806	30	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.758065	31	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.790323	32	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.822581	33	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.854839	34	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.887097	35	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.919355	36	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.951613	37	
cell_Jarsky_cell_4_1[0].basal[2]	0.658369	0.983871	38	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.029412	39	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.088235	40	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.147059	41	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.205882	42	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.264706	43	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.323529	44	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.382353	45	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.441176	46	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.500000	47	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.558824	48	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.617647	49	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.676471	50	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.735294	51	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.794118	52	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.852941	53	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.911765	54	
cell_Jarsky_cell_4_1[0].basal[3]	0.515677	0.970588	55	
